review_id,user_id,product_id,rating,review_text,review_date
54,277,569,5,"Exceeded my expectations, will buy again.",2025-07-30 10:08:28
55,177,350,5,"Amazing quality, highly recommended.",2025-07-01 15:12:10
56,77,279,5,"Excellent product, totally worth the price!",2026-05-17 17:25:02
57,186,431,5,"Amazing quality, highly recommended.",2025-07-20 09:52:55
58,400,287,3,Decent but nothing extraordinary.,2026-07-06 05:32:21
59,210,328,5,"Excellent product, totally worth the price!",2025-07-16 03:12:09
60,421,27,5,"Best purchase this year, works flawlessly.",2025-10-01 17:23:02
61,269,181,3,"Okay quality, expected a bit more.",2026-06-20 09:09:33
62,222,582,1,"Poor quality, would not recommend.",2025-12-30 01:45:07
63,156,175,5,"Amazing quality, highly recommended.",2025-08-22 20:13:48
64,458,202,5,"Best purchase this year, works flawlessly.",2025-12-13 13:59:32
65,311,32,2,"Not very satisfied, quality could be better.",2025-10-15 04:35:15
66,57,405,2,"Not very satisfied, quality could be better.",2025-09-05 06:54:59
67,64,157,5,"Exceeded my expectations, will buy again.",2026-04-02 20:50:39
68,424,86,4,"Nice quality, minor improvements possible.",2026-05-28 14:01:02
69,133,62,5,"Exceeded my expectations, will buy again.",2025-09-23 01:53:28
70,400,385,3,Decent but nothing extraordinary.,2026-07-06 05:32:21
71,106,534,4,"Happy with the purchase, works as described.",2026-06-18 12:36:38
72,295,380,4,"Happy with the purchase, works as described.",2025-08-04 02:34:09
73,463,237,4,"Good product, does the job well.",2026-02-26 18:44:37
74,236,185,5,"Excellent product, totally worth the price!",2025-04-22 04:03:12
75,159,136,3,Decent but nothing extraordinary.,2025-10-12 09:28:54
76,85,69,2,"Below expectations, had some issues.",2025-01-27 15:04:48
77,302,368,3,"Okay quality, expected a bit more.",2025-10-07 09:27:01
78,377,152,5,"Best purchase this year, works flawlessly.",2025-10-22 08:22:40
79,89,80,3,Does the job but packaging could be better.,2026-03-28 16:41:19
80,334,447,4,"Nice quality, minor improvements possible.",2026-01-19 18:19:35
81,167,430,2,Delivery was late and product was okay at best.,2026-01-24 02:34:30
82,2,230,5,"Best purchase this year, works flawlessly.",2025-11-21 00:01:54
83,354,338,3,Does the job but packaging could be better.,2025-03-12 19:40:08
84,203,550,4,"Nice quality, minor improvements possible.",2025-09-09 11:04:33
85,203,112,4,Solid value for money.,2025-09-08 11:04:33
86,257,216,3,Decent but nothing extraordinary.,2025-09-18 13:31:40
87,82,408,4,"Good product, does the job well.",2025-03-07 15:39:20
88,487,131,3,Does the job but packaging could be better.,2026-03-31 21:17:21
89,299,378,3,Does the job but packaging could be better.,2025-05-23 11:54:14
90,194,11,5,"Amazing quality, highly recommended.",2025-06-19 04:28:15
91,263,433,5,"Exceeded my expectations, will buy again.",2025-10-03 08:32:24
92,332,59,2,Delivery was late and product was okay at best.,2026-05-26 09:40:17
93,269,38,5,"Amazing quality, highly recommended.",2025-06-02 15:09:29
94,406,377,5,"Excellent product, totally worth the price!",2025-03-01 17:38:02
95,141,594,2,Delivery was late and product was okay at best.,2025-05-14 16:03:29
96,91,78,5,"Amazing quality, highly recommended.",2025-03-12 10:55:36
97,165,99,1,"Poor quality, would not recommend.",2025-08-03 18:27:46
98,31,489,5,"Exceeded my expectations, will buy again.",2025-04-19 08:11:51
99,260,268,4,"Happy with the purchase, works as described.",2025-12-01 16:25:16
100,101,22,3,"Okay quality, expected a bit more.",2025-06-10 18:19:15
101,356,496,5,"Excellent product, totally worth the price!",2026-04-28 12:03:56
102,199,474,5,"Excellent product, totally worth the price!",2026-07-18 09:35:00
103,424,488,1,"Poor quality, would not recommend.",2026-04-29 15:30:51
104,443,515,4,Solid value for money.,2026-07-16 10:45:45
105,373,577,3,Decent but nothing extraordinary.,2025-09-21 22:29:15
106,13,460,3,"Okay quality, expected a bit more.",2026-05-20 20:37:29
107,47,216,4,"Good product, does the job well.",2025-02-01 23:36:14
108,252,314,5,"Exceeded my expectations, will buy again.",2025-10-05 17:27:52
109,420,307,4,"Happy with the purchase, works as described.",2025-07-16 03:52:15
110,248,31,5,"Amazing quality, highly recommended.",2025-05-16 00:34:16
111,443,210,3,"Average product, works fine for daily use.",2025-05-03 07:51:20
112,182,203,5,"Exceeded my expectations, will buy again.",2025-04-16 17:04:23
113,485,226,5,"Best purchase this year, works flawlessly.",2026-06-01 09:45:59
114,109,388,5,"Excellent product, totally worth the price!",2026-02-24 17:55:48
115,361,291,4,"Good product, does the job well.",2025-01-28 21:46:11
116,407,77,5,"Best purchase this year, works flawlessly.",2025-06-19 17:24:56
117,95,526,5,"Amazing quality, highly recommended.",2025-05-28 06:40:23
118,495,88,4,Solid value for money.,2025-04-21 14:18:05
119,376,434,4,Solid value for money.,2025-06-23 10:00:08
120,411,567,3,"Okay quality, expected a bit more.",2025-03-28 02:25:56
121,73,585,1,Very disappointed with this product.,2026-05-11 22:30:58
122,178,97,4,"Good product, does the job well.",2026-05-09 04:05:14
123,63,288,3,"Average product, works fine for daily use.",2026-04-10 20:33:07
124,341,575,4,"Nice quality, minor improvements possible.",2025-04-10 18:03:23
125,253,513,1,"Poor quality, would not recommend.",2025-01-30 13:00:48
126,96,239,5,"Best purchase this year, works flawlessly.",2025-03-24 23:24:24
127,20,182,5,"Best purchase this year, works flawlessly.",2025-02-22 09:33:36
128,155,118,1,"Poor quality, would not recommend.",2025-02-04 00:15:05
129,278,596,4,"Nice quality, minor improvements possible.",2026-04-26 17:00:15
130,113,219,4,"Happy with the purchase, works as described.",2026-06-01 03:28:51
131,297,203,4,Solid value for money.,2025-11-19 01:28:46
132,458,537,2,Delivery was late and product was okay at best.,2025-10-17 06:28:00
133,85,434,5,"Best purchase this year, works flawlessly.",2026-01-29 21:50:37
134,404,472,4,"Good product, does the job well.",2025-07-04 22:58:32
135,113,387,5,"Excellent product, totally worth the price!",2026-01-03 03:22:59
136,191,435,5,"Amazing quality, highly recommended.",2025-10-02 06:02:11
137,326,550,5,"Best purchase this year, works flawlessly.",2026-01-30 03:36:48
138,112,387,5,"Best purchase this year, works flawlessly.",2025-12-15 08:39:01
139,465,344,3,Decent but nothing extraordinary.,2026-04-10 15:16:58
140,371,144,5,"Best purchase this year, works flawlessly.",2026-02-11 18:43:23
141,435,361,3,Does the job but packaging could be better.,2025-10-30 12:34:55
142,74,67,4,"Nice quality, minor improvements possible.",2025-09-29 15:37:38
143,189,136,3,Does the job but packaging could be better.,2025-06-07 02:10:10
144,153,596,5,"Amazing quality, highly recommended.",2026-01-10 23:16:31
145,249,237,5,"Amazing quality, highly recommended.",2025-03-19 22:20:27
146,468,397,5,"Amazing quality, highly recommended.",2026-06-18 04:33:57
147,268,538,3,Decent but nothing extraordinary.,2025-11-02 14:02:03
148,276,204,2,"Not very satisfied, quality could be better.",2025-11-20 02:43:17
149,112,298,4,"Happy with the purchase, works as described.",2025-10-29 09:20:45
150,234,132,2,Delivery was late and product was okay at best.,2025-06-29 14:53:57
151,263,388,3,Decent but nothing extraordinary.,2026-06-22 17:51:41
152,390,517,2,"Not very satisfied, quality could be better.",2025-09-26 04:50:50
153,479,172,5,"Best purchase this year, works flawlessly.",2025-04-21 17:04:12
154,89,84,5,"Best purchase this year, works flawlessly.",2026-04-06 16:41:19
155,294,520,4,"Nice quality, minor improvements possible.",2026-01-08 07:11:54
156,73,246,3,"Average product, works fine for daily use.",2025-10-07 19:51:27
157,238,150,3,Decent but nothing extraordinary.,2025-12-04 23:04:27
158,371,240,3,Decent but nothing extraordinary.,2026-05-08 18:22:09
159,263,23,4,"Nice quality, minor improvements possible.",2025-10-08 08:32:24
160,255,329,2,Delivery was late and product was okay at best.,2025-09-13 17:27:42
161,5,75,5,"Amazing quality, highly recommended.",2025-04-22 18:53:49
162,466,350,4,"Nice quality, minor improvements possible.",2025-08-07 21:57:53
163,435,432,3,Decent but nothing extraordinary.,2025-09-05 21:33:20
164,55,226,4,"Nice quality, minor improvements possible.",2025-02-22 16:44:00
165,446,145,4,"Happy with the purchase, works as described.",2025-03-16 08:36:48
166,302,536,4,Solid value for money.,2025-03-19 12:36:26
167,302,599,4,"Happy with the purchase, works as described.",2026-02-27 01:50:09
168,104,459,5,"Exceeded my expectations, will buy again.",2025-02-03 23:05:20
169,407,330,4,Solid value for money.,2026-03-12 18:30:40
170,91,482,5,"Exceeded my expectations, will buy again.",2025-04-24 09:07:45
171,252,399,4,"Nice quality, minor improvements possible.",2025-10-03 17:27:52
172,292,180,2,"Below expectations, had some issues.",2025-05-15 14:43:50
173,180,79,5,"Excellent product, totally worth the price!",2025-08-31 02:58:05
174,253,147,4,Solid value for money.,2025-04-21 17:41:48
175,361,520,5,"Excellent product, totally worth the price!",2025-01-19 21:46:11
176,395,79,3,Does the job but packaging could be better.,2025-04-07 00:20:32
177,460,186,4,Solid value for money.,2025-06-05 14:57:45
178,115,70,5,"Exceeded my expectations, will buy again.",2025-07-28 06:05:50
179,49,199,5,"Best purchase this year, works flawlessly.",2025-10-14 23:23:23
180,221,363,4,"Good product, does the job well.",2025-07-29 00:36:50
181,4,585,5,"Best purchase this year, works flawlessly.",2025-02-07 00:31:25
182,377,382,1,Very disappointed with this product.,2025-12-13 03:03:38
183,274,564,2,Delivery was late and product was okay at best.,2025-02-27 00:41:53
184,446,589,5,"Exceeded my expectations, will buy again.",2025-09-18 14:17:32
185,157,445,3,Decent but nothing extraordinary.,2025-07-18 12:43:09
186,253,355,2,Delivery was late and product was okay at best.,2026-04-10 23:02:28
187,348,241,5,"Amazing quality, highly recommended.",2026-03-20 18:33:25
188,73,124,5,"Amazing quality, highly recommended.",2025-09-24 19:51:27
189,97,431,5,"Exceeded my expectations, will buy again.",2026-02-14 12:30:19
190,177,299,3,Decent but nothing extraordinary.,2025-06-24 05:02:05
191,245,341,1,"Item arrived damaged, bad experience.",2025-04-09 14:56:46
192,243,125,4,Solid value for money.,2026-02-12 20:52:45
193,490,549,5,"Excellent product, totally worth the price!",2025-06-11 09:33:39
194,115,201,5,"Best purchase this year, works flawlessly.",2026-04-02 10:20:38
195,450,557,3,Decent but nothing extraordinary.,2025-07-13 02:48:18
196,266,539,5,"Exceeded my expectations, will buy again.",2025-06-13 00:46:27
197,10,302,3,"Average product, works fine for daily use.",2025-06-24 01:31:31
198,312,52,2,"Below expectations, had some issues.",2026-03-07 19:44:55
199,65,531,1,"Poor quality, would not recommend.",2026-06-22 11:10:56
200,143,69,4,"Good product, does the job well.",2026-04-07 20:28:52
201,86,582,4,"Good product, does the job well.",2026-05-09 14:06:42
202,154,3,4,Solid value for money.,2025-09-02 00:04:34
203,356,344,3,Decent but nothing extraordinary.,2026-05-04 20:22:46
204,235,96,4,"Good product, does the job well.",2025-03-31 10:09:19
205,255,173,2,Delivery was late and product was okay at best.,2025-09-15 01:32:22
206,155,421,2,Delivery was late and product was okay at best.,2026-02-21 23:32:47
207,411,1,4,"Good product, does the job well.",2026-01-08 07:02:23
208,391,582,4,"Happy with the purchase, works as described.",2025-10-10 06:33:45
209,245,148,4,Solid value for money.,2025-04-16 14:56:46
210,365,447,5,"Best purchase this year, works flawlessly.",2025-04-23 02:23:19
211,53,143,4,"Good product, does the job well.",2025-07-18 23:55:49
212,190,253,3,Decent but nothing extraordinary.,2025-03-18 00:44:06
213,384,33,4,"Happy with the purchase, works as described.",2026-06-10 04:18:11
214,295,270,3,"Average product, works fine for daily use.",2025-08-18 02:34:09
215,463,54,3,"Average product, works fine for daily use.",2026-02-10 06:58:27
216,310,169,5,"Best purchase this year, works flawlessly.",2026-07-20 19:46:02
217,85,392,5,"Amazing quality, highly recommended.",2025-07-28 09:51:41
218,47,52,2,"Below expectations, had some issues.",2025-01-16 23:36:14
219,379,103,5,"Excellent product, totally worth the price!",2025-10-21 13:24:56
220,141,475,4,Solid value for money.,2025-04-25 10:21:31
221,257,50,4,"Good product, does the job well.",2025-11-25 21:04:11
222,383,294,2,"Below expectations, had some issues.",2025-09-22 03:53:54
223,218,357,5,"Amazing quality, highly recommended.",2026-06-23 06:52:38
224,422,397,5,"Amazing quality, highly recommended.",2026-04-09 21:22:50
225,288,117,5,"Excellent product, totally worth the price!",2026-07-11 14:23:04
226,192,282,5,"Amazing quality, highly recommended.",2025-06-29 03:47:29
227,155,436,5,"Excellent product, totally worth the price!",2025-04-09 02:51:21
228,52,110,1,Very disappointed with this product.,2025-11-09 07:42:10
229,411,472,3,"Average product, works fine for daily use.",2026-01-21 07:02:23
230,110,287,5,"Best purchase this year, works flawlessly.",2026-05-24 14:06:20
231,235,45,3,"Average product, works fine for daily use.",2025-03-08 06:37:57
232,75,150,5,"Excellent product, totally worth the price!",2025-07-15 00:40:14
233,283,86,5,"Excellent product, totally worth the price!",2026-02-10 16:27:34
234,478,522,5,"Best purchase this year, works flawlessly.",2025-06-23 20:40:33
235,86,301,5,"Exceeded my expectations, will buy again.",2026-02-19 04:22:54
236,272,322,5,"Excellent product, totally worth the price!",2026-07-02 14:31:08
237,104,193,3,"Okay quality, expected a bit more.",2025-02-14 23:05:20
238,13,414,4,"Happy with the purchase, works as described.",2026-06-01 20:37:29
239,356,306,5,"Excellent product, totally worth the price!",2026-04-28 12:03:56
240,43,524,2,"Not very satisfied, quality could be better.",2025-08-05 10:20:39
241,71,455,4,"Happy with the purchase, works as described.",2025-05-01 14:56:18
242,121,372,5,"Excellent product, totally worth the price!",2025-01-26 05:25:41
243,110,277,5,"Exceeded my expectations, will buy again.",2025-06-26 06:30:47
244,406,91,5,"Exceeded my expectations, will buy again.",2025-03-03 17:38:02
245,96,450,4,"Happy with the purchase, works as described.",2025-09-25 21:23:29
246,52,373,5,"Excellent product, totally worth the price!",2025-06-06 13:40:02
247,412,216,4,Solid value for money.,2026-02-23 09:56:27
248,386,255,1,"Item arrived damaged, bad experience.",2026-02-06 21:37:17
249,458,203,3,"Average product, works fine for daily use.",2025-12-24 13:59:32
250,383,286,5,"Best purchase this year, works flawlessly.",2025-09-18 03:53:54
251,143,105,5,"Excellent product, totally worth the price!",2025-05-28 12:50:28
252,333,287,3,"Okay quality, expected a bit more.",2025-11-18 16:03:17
253,299,125,3,Does the job but packaging could be better.,2026-05-25 02:44:48
254,140,172,3,Does the job but packaging could be better.,2025-03-19 03:36:20
255,490,354,3,"Okay quality, expected a bit more.",2025-06-11 09:33:39
256,253,285,4,"Good product, does the job well.",2025-01-22 13:00:48
257,193,156,4,"Good product, does the job well.",2026-07-05 00:06:34
258,32,53,5,"Amazing quality, highly recommended.",2025-07-15 18:30:54
259,155,155,5,"Best purchase this year, works flawlessly.",2025-04-13 02:51:21
260,364,95,3,Does the job but packaging could be better.,2025-12-08 01:47:09
261,191,10,5,"Amazing quality, highly recommended.",2025-05-18 15:44:07
262,139,58,5,"Exceeded my expectations, will buy again.",2026-03-05 08:32:04
263,186,384,3,Decent but nothing extraordinary.,2026-07-08 19:24:26
264,309,378,5,"Amazing quality, highly recommended.",2026-03-01 03:38:52
265,81,323,3,"Average product, works fine for daily use.",2025-08-22 11:01:36
266,342,490,2,Delivery was late and product was okay at best.,2026-03-03 00:37:35
267,340,117,4,Solid value for money.,2025-04-16 23:01:33
268,402,384,4,"Good product, does the job well.",2026-01-24 21:57:12
269,295,331,3,"Okay quality, expected a bit more.",2025-02-02 22:26:46
270,150,428,5,"Exceeded my expectations, will buy again.",2025-10-23 12:18:29
271,249,534,5,"Amazing quality, highly recommended.",2025-03-17 22:20:27
272,334,198,4,"Nice quality, minor improvements possible.",2026-01-28 18:19:35
273,112,237,5,"Amazing quality, highly recommended.",2025-10-15 09:20:45
274,40,482,5,"Exceeded my expectations, will buy again.",2026-04-15 02:20:34
275,236,269,2,"Not very satisfied, quality could be better.",2025-04-11 04:03:12
276,85,279,5,"Best purchase this year, works flawlessly.",2026-02-07 21:50:37
277,366,369,3,"Average product, works fine for daily use.",2025-11-16 01:03:35
278,377,479,4,"Happy with the purchase, works as described.",2025-11-30 03:03:38
279,192,6,4,"Nice quality, minor improvements possible.",2025-02-04 06:56:54
280,95,567,2,"Below expectations, had some issues.",2026-04-09 09:56:47
281,286,424,3,"Okay quality, expected a bit more.",2026-01-26 04:19:26
282,155,124,5,"Exceeded my expectations, will buy again.",2025-08-08 01:33:40
283,210,372,5,"Exceeded my expectations, will buy again.",2025-07-18 03:12:09
284,153,38,4,"Nice quality, minor improvements possible.",2026-04-30 18:07:25
285,9,74,1,"Poor quality, would not recommend.",2025-09-17 17:48:53
286,171,413,4,"Good product, does the job well.",2025-06-06 10:22:08
287,209,392,3,Does the job but packaging could be better.,2026-02-19 01:15:35
288,492,395,2,"Below expectations, had some issues.",2025-05-18 08:48:13
289,320,415,4,"Happy with the purchase, works as described.",2026-06-07 10:51:08
290,454,409,5,"Amazing quality, highly recommended.",2026-02-18 14:54:31
291,435,284,4,"Nice quality, minor improvements possible.",2025-10-23 12:34:55
292,135,557,1,Very disappointed with this product.,2025-11-05 19:57:51
293,196,196,3,Decent but nothing extraordinary.,2025-03-29 12:32:54
294,110,86,3,Decent but nothing extraordinary.,2025-07-04 06:30:47
295,266,477,3,Decent but nothing extraordinary.,2025-07-11 18:49:15
296,312,515,5,"Exceeded my expectations, will buy again.",2026-01-18 13:45:38
297,270,363,1,"Item arrived damaged, bad experience.",2026-07-20 03:35:03
298,323,543,5,"Excellent product, totally worth the price!",2026-06-30 07:45:26
299,174,397,5,"Excellent product, totally worth the price!",2025-11-06 20:47:01
300,236,361,3,Decent but nothing extraordinary.,2025-08-14 04:42:17
301,110,181,5,"Exceeded my expectations, will buy again.",2025-07-09 06:30:47
302,374,168,5,"Excellent product, totally worth the price!",2025-03-19 18:09:52
303,192,200,3,"Average product, works fine for daily use.",2025-02-02 06:56:54
304,280,585,2,"Not very satisfied, quality could be better.",2025-10-09 15:19:09
305,295,20,4,"Happy with the purchase, works as described.",2025-02-01 22:26:46
306,153,406,5,"Excellent product, totally worth the price!",2026-05-03 18:07:25
307,112,222,5,"Amazing quality, highly recommended.",2025-12-14 08:39:01
308,491,426,3,Does the job but packaging could be better.,2026-06-24 19:53:04
309,49,112,2,"Below expectations, had some issues.",2025-10-07 23:23:23
310,350,395,5,"Excellent product, totally worth the price!",2025-12-11 14:51:05
311,86,408,2,"Not very satisfied, quality could be better.",2026-02-26 04:22:54
312,253,583,3,Decent but nothing extraordinary.,2025-01-21 13:00:48
313,424,142,4,"Happy with the purchase, works as described.",2026-03-19 13:53:12
314,20,328,5,"Amazing quality, highly recommended.",2026-01-23 00:49:48
315,194,43,3,Decent but nothing extraordinary.,2025-06-27 04:28:15
316,183,322,3,Does the job but packaging could be better.,2026-04-03 10:09:47
317,368,472,4,"Good product, does the job well.",2026-01-19 09:34:04
318,458,326,5,"Best purchase this year, works flawlessly.",2025-12-07 13:59:32
319,381,457,3,Decent but nothing extraordinary.,2025-04-21 11:34:03
320,196,221,2,"Below expectations, had some issues.",2025-04-09 12:32:54
321,486,476,4,"Good product, does the job well.",2025-06-26 11:46:27
322,313,142,4,"Good product, does the job well.",2025-03-27 00:24:37
323,490,87,3,Does the job but packaging could be better.,2025-10-23 12:42:07
324,263,268,5,"Exceeded my expectations, will buy again.",2025-08-05 13:27:18
325,248,125,3,"Okay quality, expected a bit more.",2025-05-26 00:34:16
326,191,126,5,"Exceeded my expectations, will buy again.",2025-05-20 15:44:07
327,260,169,5,"Best purchase this year, works flawlessly.",2025-12-14 01:41:09
328,224,126,3,"Okay quality, expected a bit more.",2025-09-18 05:23:22
329,151,239,4,Solid value for money.,2025-11-28 23:54:54
330,162,408,4,Solid value for money.,2025-09-10 16:48:41
331,186,546,4,"Happy with the purchase, works as described.",2025-07-11 09:52:55
332,367,506,4,"Happy with the purchase, works as described.",2025-04-29 03:51:16
333,188,424,4,"Happy with the purchase, works as described.",2026-05-30 03:58:57
334,171,392,4,"Nice quality, minor improvements possible.",2025-12-27 19:11:06
335,496,138,5,"Amazing quality, highly recommended.",2026-01-19 17:39:52
336,263,411,4,Solid value for money.,2025-10-06 08:32:24
337,235,69,4,"Happy with the purchase, works as described.",2025-03-14 06:37:57
338,234,292,4,"Happy with the purchase, works as described.",2025-06-26 14:53:57
339,441,340,5,"Excellent product, totally worth the price!",2025-09-08 09:29:12
340,79,401,5,"Excellent product, totally worth the price!",2026-04-04 07:50:44
341,122,74,5,"Exceeded my expectations, will buy again.",2025-10-06 01:08:52
342,91,144,3,Does the job but packaging could be better.,2025-05-01 09:07:45
343,143,67,1,"Poor quality, would not recommend.",2026-03-23 20:28:52
344,347,276,5,"Excellent product, totally worth the price!",2026-07-11 10:42:17
345,130,462,5,"Excellent product, totally worth the price!",2025-10-09 11:55:03
346,334,525,3,Does the job but packaging could be better.,2026-01-11 18:19:35
347,232,286,3,"Average product, works fine for daily use.",2025-08-31 16:45:52
348,192,514,3,Does the job but packaging could be better.,2025-07-14 03:47:29
349,260,251,5,"Amazing quality, highly recommended.",2025-12-28 01:41:09
350,77,24,5,"Best purchase this year, works flawlessly.",2026-05-19 17:25:02
351,235,386,2,"Below expectations, had some issues.",2025-04-08 10:09:19
352,482,581,5,"Excellent product, totally worth the price!",2026-05-20 20:58:28
353,428,445,3,"Okay quality, expected a bit more.",2025-05-20 22:32:13
354,24,516,4,"Happy with the purchase, works as described.",2026-04-16 14:37:05
355,256,393,4,"Happy with the purchase, works as described.",2025-10-18 00:22:41
356,366,391,5,"Amazing quality, highly recommended.",2025-11-20 01:03:35
357,335,311,2,Delivery was late and product was okay at best.,2025-11-28 00:17:38
358,156,598,5,"Best purchase this year, works flawlessly.",2025-08-13 20:13:48
359,55,393,2,"Below expectations, had some issues.",2025-02-12 16:44:00
360,466,378,4,"Happy with the purchase, works as described.",2025-12-12 10:46:49
361,377,370,5,"Amazing quality, highly recommended.",2026-07-04 17:52:06
362,413,233,5,"Amazing quality, highly recommended.",2025-05-18 20:03:07
363,163,194,3,Does the job but packaging could be better.,2026-05-24 02:33:50
364,358,358,1,"Poor quality, would not recommend.",2025-08-12 11:28:44
365,367,141,4,"Nice quality, minor improvements possible.",2025-05-01 03:51:16
366,36,114,5,"Exceeded my expectations, will buy again.",2025-05-02 19:31:38
367,377,332,5,"Excellent product, totally worth the price!",2025-06-14 21:43:03
368,85,184,5,"Excellent product, totally worth the price!",2025-01-28 15:04:48
369,184,156,3,Decent but nothing extraordinary.,2025-10-11 22:44:18
370,476,347,5,"Best purchase this year, works flawlessly.",2026-03-31 15:05:44
371,35,545,5,"Best purchase this year, works flawlessly.",2026-04-04 02:04:57
372,370,294,5,"Best purchase this year, works flawlessly.",2025-12-23 20:16:06
373,458,328,2,Delivery was late and product was okay at best.,2025-12-09 13:59:32
374,199,344,2,"Below expectations, had some issues.",2026-07-21 01:06:46
375,79,210,4,"Good product, does the job well.",2026-04-12 07:50:44
376,365,150,5,"Best purchase this year, works flawlessly.",2026-06-20 02:45:39
377,292,562,2,"Below expectations, had some issues.",2025-09-29 12:44:45
378,156,201,5,"Amazing quality, highly recommended.",2025-02-15 15:43:52
379,173,419,3,Decent but nothing extraordinary.,2026-01-12 10:04:04
380,156,277,2,Delivery was late and product was okay at best.,2025-08-15 20:13:48
381,298,445,3,"Average product, works fine for daily use.",2025-05-17 21:22:02
382,465,314,4,"Happy with the purchase, works as described.",2026-04-14 15:16:58
383,358,439,3,Decent but nothing extraordinary.,2025-10-07 13:08:41
384,52,312,4,Solid value for money.,2025-06-23 13:40:02
385,121,35,4,"Nice quality, minor improvements possible.",2026-06-09 19:09:53
386,490,125,5,"Excellent product, totally worth the price!",2025-07-23 10:29:36
387,379,570,5,"Amazing quality, highly recommended.",2025-09-11 12:18:18
388,72,103,5,"Amazing quality, highly recommended.",2025-09-04 19:34:54
389,166,592,3,Decent but nothing extraordinary.,2025-09-13 04:21:01
390,160,171,5,"Exceeded my expectations, will buy again.",2026-03-01 04:41:41
391,98,354,5,"Amazing quality, highly recommended.",2025-01-23 15:54:00
392,475,216,3,"Average product, works fine for daily use.",2025-08-29 01:16:15
393,402,41,5,"Excellent product, totally worth the price!",2026-07-01 09:28:05
